ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,LCTN_SC_NM,JU_ORG_NM,FOND_SC_NM,ORG_RDNZC,ORG_RDNMA,ORG_RDNDA,ORG_TELNO,HMPG_ADRES,COEDU_SC_NM,ORG_FAXNO,HS_SC_NM,INDST_SPECL_CCCCL_EXST_YN,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,DGHT_SC_NM,FOND_YMD,FOAS_MEMRD,LOAD_DTM
R10,경상북도교육청,8750178,성창여자고등학교,Seongchang Girls' High School,고등학교,경상북도,경상북도교육청,사립,36626 ,경상북도 안동시 석수길 53,"(안기동,고등학교)",054-852-1451,https://school.gyo6.net/seongchang,여,054-854-2491,일반고,N,일반계,,전기,주간,19801126,19801126,20260423
R10,경상북도교육청,8750179,성희여자고등학교,Seonghui Girls High School,고등학교,경상북도,경상북도교육청,사립,36748 ,경상북도 안동시 강남로 246,성희여자고등학교,054-858-7766,https://school.gyo6.net/seonghui,여,054-858-7316,일반고,N,일반계,,전기,주간,19841107,19841107,20260423
R10,경상북도교육청,8750180,세명고등학교,Semyeong High School,고등학교,경상북도,경상북도교육청,사립,37759 ,경상북도 포항시 남구 새천년대로474번길 13,"(대잠동,세명고등학교)",054-273-9696,http://school.gyo6.net/sm,남여공학,054-282-1837,일반고,N,일반계,,전기,주간,19841008,19841008,20260423
R10,경상북도교육청,8750541,세화고등학교,Sehwa High School,고등학교,경상북도,경상북도교육청,사립,37643 ,경상북도 포항시 북구 아치로 94,"(우현동, 세화고등학교)",054-249-0814,https://school.gyo6.net/phsehwa,남여공학,054-248-7380,일반고,N,일반계,,전기,주간,19860524,19870501,20260423
R10,경상북도교육청,8811056,소수중학교,Sosu Middle School,중학교,경상북도,경상북도영주교육지원청,공립,36016 ,경상북도 영주시 순흥면 순흥로 24,"(순흥면, 소수중학교)",054-633-2077,https://school.gyo6.net/sosu,남여공학,054-634-2190,,N,일반계,,전기,주간,19540314,19540314,20260423
R10,경상북도교육청,8961053,소천중학교,Socheon Middle School,중학교,경상북도,경상북도봉화교육지원청,공립,36266 ,경상북도 봉화군 소천면 소천로 1237,(소천면),054-672-7438,https://school.gyo6.net/socheon,남여공학,054-673-7877,,N,일반계,,전기,주간,19550519,19550519,20260423
R10,경상북도교육청,8961036,소천초등학교,Socheon Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36266 ,경상북도 봉화군 소천면 소천로 1284,", 소천초등학교 (소천면,소천초등학교)",054-672-7414,https://school.gyo6.net/socheones,남여공학,054-672-7417,,N,일반계,,전기,주간,19301020,19301020,20260423
R10,경상북도교육청,8761189,송도중학교,Songdo Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37802 ,경상북도 포항시 남구 축항로72번길 11,"(송도동, 송도중학교)",054-274-2285,https://school.gyo6.net/phsongdo,남여공학,054-281-3363,,N,일반계,,전기,주간,19841218,19841218,20260423
R10,경상북도교육청,8761130,송라초등학교,Songna Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37511 ,경상북도 포항시 북구 송라면 보경로 57,(송라면),054-243-5505,https://school.gyo6.net/songlaes,남여공학,054-241-3055,,N,일반계,,전기,주간,19060611,19060611,20260423
R10,경상북도교육청,8761131,송림초등학교,Songrim Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37801 ,경상북도 포항시 남구 축항로 55,(송도동),054-273-1500,https://school.gyo6.net/phsongrim,남여공학,054-273-4765,,N,일반계,,전기,주간,19790301,19790301,20260423
R10,경상북도교육청,8801149,송정여자중학교,Songjeong Girls Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39322 ,경상북도 구미시 송정대로6길 72-12,"(송정동, 송정여자중학교)",054-453-6487,https://school.gyo6.net/songjeong,여,054-456-0258,,N,일반계,,전기,주간,19871204,19871204,20260423
R10,경상북도교육청,8801111,송정초등학교,Songjeong Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39322 ,경상북도 구미시 송정대로6길 72-6,(송정동),054-455-6511,https://school.gyo6.net/songjeung,남여공학,054-457-0087,,N,해당없음,,전기,주간,19870302,19870502,20260423
R10,경상북도교육청,8791056,송천초등학교,Songcheon Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36728 ,경상북도 안동시 송천2길 119,"(송천동, 송천초등학교)",054-823-2746,http://school.gyo6.net/songcheon,남여공학,054-823-2748,,N,일반계,,전기,주간,19470920,19470920,20260423
R10,경상북도교육청,8931046,수륜중학교,Suryun Middle School,중학교,경상북도,경상북도성주교육지원청,사립,40064 ,경상북도 성주군 수륜면 참별로 888,수륜중학교,054-932-3007,https://school.gyo6.net/suryunms,남여공학,054-933-4361,,N,일반계,,전기,주간,19661117,19661117,20260423
R10,경상북도교육청,8931031,수륜초등학교,Suryun Elementary School,초등학교,경상북도,경상북도성주교육지원청,공립,40064 ,경상북도 성주군 수륜면 참별로 927,", 수륜초등학교 (수륜면, 수륜초등학교,유치원)",054-932-3009,http://school.gyo6.net/suryunes,남여공학,054-932-3900,,N,일반계,,전기,주간,19490926,19490926,20260423
R10,경상북도교육청,8750107,수비고등학교,Subi High School,고등학교,경상북도,경상북도교육청,공립,36522 ,경상북도 영양군 수비면 낙동정맥로 2417,"(수비면, 수비중고등학교)",054-682-9050,http://school.gyo6.net/subihs,남여공학,054-682-6559,일반고,N,일반계,,전기,주간,19831121,19831121,20260423
R10,경상북도교육청,8891023,수비중학교,Subi Middle School,중학교,경상북도,경상북도영양교육지원청,공립,36522 ,경상북도 영양군 수비면 낙동정맥로 2417,"(수비면, 수비중고등학교)",054-682-9050,http://school.gyo6.net/subihs,남여공학,054-682-6559,,N,일반계,,전기,주간,19641208,19641208,20260423
R10,경상북도교육청,8891015,수비초등학교,Subi Elementary School,초등학교,경상북도,경상북도영양교육지원청,공립,36522 ,경상북도 영양군 수비면 한티로 499,(수비면),054-682-9007,https://school.gyo6.net/subies,남여공학,054-682-9277,,N,일반계,,전기,주간,19330522,19330522,20260423
R10,경상북도교육청,8750182,순심고등학교,Sunsim High School,고등학교,경상북도,경상북도교육청,사립,39899 ,경상북도 칠곡군 왜관읍 평장2길 6,", 순심고등학교 (왜관읍)",054-971-1222,https://school.gyo6.net/sunsimhs,남,054-971-1644,일반고,N,일반계,,전기,주간,19520330,19520330,20260423
R10,경상북도교육청,8750183,순심여자고등학교,Sunsim Girls High School,고등학교,경상북도,경상북도교육청,사립,39898 ,경상북도 칠곡군 왜관읍 남부1길 22,"(왜관읍,순심여중고등학교)",054-971-1173,http://school.gyo6.net/sunsim-gh,여,054-974-3638,일반고,N,일반계,,전기,주간,19741107,19741107,20260423
R10,경상북도교육청,8941069,순심여자중학교,Sunsim Girls Middle School,중학교,경상북도,경상북도칠곡교육지원청,사립,39898 ,경상북도 칠곡군 왜관읍 남부1길 22,"(왜관읍, 순심여중고등학교)",054-971-1171,https://school.gyo6.net/sunsim-gm,여,054-977-1175,,N,일반계,,전기,주간,19771230,19771230,20260423
R10,경상북도교육청,8941070,순심중학교,Sunsim Middle School,중학교,경상북도,경상북도칠곡교육지원청,사립,39899 ,경상북도 칠곡군 왜관읍 평장2길 6,(왜관읍),054-971-1221,http://school.gyo6.net/sunsimms,남,054-971-8990,,N,일반계,,전기,주간,19460523,19460523,20260423
R10,경상북도교육청,8811040,순흥초등학교,Sunheung Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36016 ,경상북도 영주시 순흥면 순흥로 15,"(순흥면,순흥초등학교)",054-633-2006,https://school.gyo6.net/sunheunges,남여공학,054-633-9789,,N,일반계,,전기,주간,19110908,19110908,20260423
R10,경상북도교육청,8941049,숭산초등학교,Sungsan Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39803 ,경상북도 칠곡군 북삼읍 보손4길 20,", 숭산초등학교 (북삼읍)",054-972-4612,http://school.gyo6.net/sungsanses,남여공학,054-973-0749,,N,일반계,,전기,주간,19490926,19490926,20260423
R10,경상북도교육청,8761191,신광중학교,Singwang Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37522 ,경상북도 포항시 북구 신광면 토성길51번길 19-2,"(신광면,신광중학교)",054-243-0005,https://school.gyo6.net/sgmiddle,남여공학,054-242-5476,,N,일반계,,전기,주간,19550220,19550220,20260423
R10,경상북도교육청,8761132,신광초등학교,Singwang Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37522 ,경상북도 포항시 북구 신광면 토성길 31,"(신광면,신광초등학교)",054-243-0008,http://school.gyo6.net/singwang,남여공학,054-243-0009,,N,일반계,,전기,주간,19280303,19280303,20260423
R10,경상북도교육청,8801112,신기초등학교,Singi Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39240 ,경상북도 구미시 신비로3길 37-8,"(신평동, 신기초등학교)",054-464-4216,https://school.gyo6.net/gumisingi,남여공학,054-462-9695,,N,해당없음,,전기,주간,19891101,19891101,20260423
R10,경상북도교육청,8841042,신기초등학교,Singi Elementary School,초등학교,경상북도,경상북도문경교육지원청,공립,36988 ,경상북도 문경시 신기4길 15,(신기동),054-553-4128,https://school.gyo6.net/singie,남여공학,054-552-3255,,N,일반계,,전기,주간,19570215,19570215,20260423
R10,경상북도교육청,8821057,신녕중학교,Sinnyeong Middle School,중학교,경상북도,경상북도영천교육지원청,공립,38804 ,경상북도 영천시 신녕면 찰방길 8,(신녕면),054-332-0034,https://school.gyo6.net/snms,남여공학,054-333-5134,,N,일반계,,전기,주간,19510905,19510905,20260423
R10,경상북도교육청,8821039,신녕초등학교,Sinnyeong Elementary School,초등학교,경상북도,경상북도영천교육지원청,공립,38803 ,경상북도 영천시 신녕면 큰골길 9,(신녕면),054-336-6650,https://school.gyo6.net/sinnyeonges,남여공학,054-335-9623,,N,일반계,,전기,주간,19090401,19090401,20260423
R10,경상북도교육청,8941064,신동중학교,Sindong Middle School,중학교,경상북도,경상북도칠곡교육지원청,공립,39864 ,경상북도 칠곡군 지천면 신동로 99,"(지천면, 신동중.경북기계명장고등학교)",054-972-2461,http://school.gyo6.net/gbmmhs,남여공학,054-972-8496,,N,일반계,,전기,주간,19801215,19801215,20260423
R10,경상북도교육청,8941050,신동초등학교,Sindong Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39864 ,경상북도 칠곡군 지천면 신동로 161,"(지천면,신동초등학교)",054-972-9183,https://school.gyo6.net/sindonges,남여공학,054-972-9185,,N,일반계,,전기,주간,19220601,19220601,20260423
R10,경상북도교육청,8750184,신라고등학교,Silla High School,고등학교,경상북도,경상북도교육청,사립,38064 ,경상북도 경주시 태종로 526,"(충효동,신라고등학교)",054-772-3218,https://school.gyo6.net/sillago,남,054-748-7896,일반고,N,일반계,,전기,주간,19821221,19821221,20260423
R10,경상북도교육청,8750323,신라공업고등학교,Silla Technical High School,고등학교,경상북도,경상북도교육청,사립,38041 ,경상북도 경주시 천북면 천북로 41-21,"(천북면,신라공업고등학교)",054-774-7672,https://school.gyo6.net/sillahs,남,054-774-7675,특성화고,N,전문계,,전기,주간,19800110,19800110,20260423
R10,경상북도교육청,8771122,신라중학교,Silla Middle School,중학교,경상북도,경상북도경주교육지원청,공립,38088 ,경상북도 경주시 알천북로 143,"(황성동, 신라중학교)",054-742-9080,https://school.gyo6.net/silla,남,054-743-3166,,N,일반계,,전기,주간,19540517,19540517,20260423
R10,경상북도교육청,8771087,신라초등학교,Silla Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38168 ,경상북도 경주시 금성로183번길 28,"(사정동, 신라초등학교)",054-742-0771,http://school.gyo6.net/sillaes,남여공학,054-744-0776,,N,해당없음,,전기,주간,19890302,19890302,20260423
R10,경상북도교육청,8851091,신상중학교,Sinsang Middle School,중학교,경상북도,경상북도경산교육지원청,공립,38457 ,경상북도 경산시 진량읍 공단1로1길 36-8,", (구, 신상리343-1) ",053-859-8921,https://school.gyo6.net/sinsangms,남여공학,053-857-1345,,N,해당없음,,전기,주간,20090301,20090301,20260423
R10,경상북도교육청,8791057,신성초등학교,Sinseong Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36757 ,경상북도 안동시 풍천면 신성장골길 1,"(풍천면, 신성초등학교)",054-841-2066,http://school.gyo6.net/sinsunges,남여공학,054-841-7897,,N,일반계,,전기,주간,19491010,19491010,20260423
R10,경상북도교육청,8761192,신흥중학교,Sinheung Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37911 ,경상북도 포항시 남구 오천읍 장기로 1636,", 신흥중학교 (오천읍)",054-292-4172,http://school.gyo6.net/sinheung,남여공학,054-292-4401,,N,일반계,,전기,주간,19930802,19930802,20260423
R10,경상북도교육청,8761133,신흥초등학교,Sinheung Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37769 ,경상북도 포항시 남구 중흥로100번길 13,"(상도동, 신흥초등학교)",054-272-6417,https://school.gyo6.net/sin-heung,남여공학,054-282-2541,,N,일반계,,전기,주간,19720320,19720320,20260423
R10,경상북도교육청,8921031,쌍림중학교,Ssangrim Middle School,중학교,경상북도,경상북도고령교육지원청,공립,40163 ,경상북도 고령군 쌍림면 대가야로 659,", 쌍림중학교 (쌍림면, 쌍림중학교)",054-955-0033,https://school.gyo6.net/ssangrim,남여공학,054-955-8205,,N,일반계,,전기,주간,19711229,19711229,20260517
R10,경상북도교육청,8921024,쌍림초등학교,Ssangrim Elementary School,초등학교,경상북도,경상북도고령교육지원청,공립,40163 ,경상북도 고령군 쌍림면 귀원1길 6,"(쌍림면, 쌍림초등학교)",054-955-0034,http://school.gyo6.net/ssangrimes,남여공학,054-955-8243,,N,일반계,,전기,주간,19240705,19240705,20260423
R10,경상북도교육청,8781066,아천초등학교,Acheon Elementary School,초등학교,경상북도,경상북도김천교육지원청,공립,39504 ,경상북도 김천시 어모면 어모문화1길 14,"(어모면, 아천초등학교)",054-430-3008,http://school.gyo6.net/acheon,남여공학,054-432-7900,,N,일반계,,전기,주간,19231103,19231103,20260423
R10,경상북도교육청,8781102,아천초등학교능치분교장,Neungchi Elementary School,초등학교,경상북도,경상북도김천교육지원청,공립,39500 ,경상북도 김천시 어모면 작점로 817,아천초등학교능치분교장,054-435-5866,http://neungchi.es.kr,남여공학,054-435-5478,,N,일반계,,전기,주간,19380705,19380705,20260423
R10,경상북도교육청,8781084,아포중학교,Apo Middle School,중학교,경상북도,경상북도김천교육지원청,공립,39674 ,경상북도 김천시 아포읍 아포대로 1053,"(아포읍,아포중학교)",054-429-0510,https://school.gyo6.net/apo,남여공학,054-437-7057,,N,일반계,,전기,주간,19511129,19511129,20260423
R10,경상북도교육청,8781067,아포초등학교,Apo Elementary School,초등학교,경상북도,경상북도김천교육지원청,공립,39674 ,경상북도 김천시 아포읍 아포대로 1067,"(아포읍, 아포초등학교)",054-431-5009,https://school.gyo6.net/apoes,남여공학,054-431-5010,,N,일반계,,전기,주간,19240513,19240513,20260423
R10,경상북도교육청,8771123,아화중학교,Ahwa Middle School,중학교,경상북도,경상북도경주교육지원청,공립,38053 ,경상북도 경주시 서면 아화양지길 41,,054-751-1106,https://school.gyo6.net/ahwams,남여공학,054-751-8027,,N,일반계,,전기,주간,19710115,19710115,20260423
R10,경상북도교육청,8771088,아화초등학교,Ahwa Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38053 ,경상북도 경주시 서면 내서로 461,"(서면, 아화초등학교)",054-751-1018,http://school.gyo6.net/ahwaes,남여공학,054-751-7991,,N,일반계,,전기,주간,19410410,19410410,20260423
R10,경상북도교육청,8771134,안강여자중학교,Angang Girls Middle School,중학교,경상북도,경상북도경주교육지원청,사립,38018 ,경상북도 경주시 안강읍 화전길 62-8,", 안강여자중학교 (안강읍)",054-761-0300,https://school.gyo6.net/agg,여,054-761-0371,,N,일반계,,전기,주간,19640121,19640121,20260423
R10,경상북도교육청,8771090,안강제일초등학교,Angang Jeil Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38009 ,경상북도 경주시 안강읍 안강중앙로 189,(안강제일초등학교),054-761-4412,https://school.gyo6.net/angangjeiles,남여공학,054-761-2009,,N,일반계,,전기,주간,19230527,19230527,20260423
R10,경상북도교육청,8771124,안강중학교,Angang Middle School,중학교,경상북도,경상북도경주교육지원청,공립,38007 ,경상북도 경주시 안강읍 안강중앙로 269,", 안강중학교 (안강읍)",054-761-9801,https://school.gyo6.net/angangms,남,054-761-5052,,N,일반계,,전기,주간,19490930,19490930,20260423
R10,경상북도교육청,8771091,안강초등학교,Angang Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38024 ,경상북도 경주시 안강읍 비화원로 34,"(안강읍, 안강초등학교)",054-761-2010,https://school.gyo6.net/angang,남여공학,054-761-5904,,N,일반계,,전기,주간,19460415,19460415,20260423
R10,경상북도교육청,8750467,안계고등학교,Angye High School,고등학교,경상북도,경상북도교육청,공립,37313 ,경상북도 의성군 안계면 용기9길 9,안계고등학교,054-861-1928,https://school.gyo6.net/angyehs,남여공학,054-861-1917,일반고,N,일반계,,전기,주간,19730928,19730928,20260423
R10,경상북도교육청,8871053,안계중학교,Angye Middle School,중학교,경상북도,경상북도의성교육지원청,공립,37313 ,경상북도 의성군 안계면 용기5길 23,"(안계면, 안계중학교)",054-861-1529,http://school.gyo6.net/angye,남여공학,054-861-1701,,N,일반계,,전기,주간,19460927,19461105,20260423
R10,경상북도교육청,8871036,안계초등학교,Angye Elementary School,초등학교,경상북도,경상북도의성교육지원청,공립,37311 ,경상북도 의성군 안계면 안계길 68,(안계면),054-861-3391,https://school.gyo6.net/an-gyees,남여공학,054-861-7877,,N,일반계,,전기,주간,19220429,19220429,20260423
R10,경상북도교육청,8881024,안덕중학교,Andeok Middle School,중학교,경상북도,경상북도청송교육지원청,공립,37451 ,경상북도 청송군 안덕면 안덕로 65-3,"(안덕면, 안덕중학교)",054-872-0006,https://school.gyo6.net/andeokms,남여공학,054-872-5768,,N,일반계,,전기,주간,19481008,19481008,20260423
R10,경상북도교육청,8881017,안덕초등학교,Andeok Elementary School,초등학교,경상북도,경상북도청송교육지원청,공립,37451 ,경상북도 청송군 안덕면 노하길 35,"(안덕면, 안덕초등학교)",054-872-0186,https://school.gyo6.net/andeok,남여공학,054-872-7975,,N,일반계,,전기,주간,19350401,19350401,20260423
R10,경상북도교육청,8791058,안동강남초등학교,AnDong GangNam Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36750 ,경상북도 안동시 강남1길 78,"(정하동, 안동강남초등학교)",054-841-4104,https://school.gyo6.net/andonggangnam,남여공학,054-841-4106,,N,해당없음,,전기,주간,20030301,20030415,20260423
R10,경상북도교육청,8750113,안동고등학교,Andong High School,고등학교,경상북도,경상북도교육청,공립,36753 ,경상북도 안동시 강남로 550,(정상동),054-858-2941,https://school.gyo6.net/andonghs,남,054-858-2943,자율고,N,일반계,,전기,주간,19510831,19511001,20260423
R10,경상북도교육청,8750615,안동고등학교부설방송통신고등학교,Andong Air and Correspondence High School,방송통신고등학교,경상북도,경상북도교육청,공립,36753 ,경상북도 안동시 강남로 550,"(정상동, 안동고등학교)",054-858-2945,http://cyber.hs.kr/achs/andong/,남여공학,054-858-2943,,N,일반계,,전기,주간,19811211,19811211,20260423
R10,경상북도교육청,8791059,안동동부초등학교,Andong Dongbu Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36685 ,경상북도 안동시 동부길 2,"(신세동, 동부초등학교)",054-859-2039,http://school.gyo6.net/addongbues,남여공학,054-852-6094,,N,일반계,,전기,주간,19451107,19451107,20260423
R10,경상북도교육청,8791060,안동서부초등학교,Andong Seobu Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36670 ,경상북도 안동시 서동문로 65,"(금곡동, 서부초등학교)",054-857-3851,https://school.gyo6.net/andongseobu,남여공학,054-857-3853,,N,일반계,,전기,주간,19370817,19370910,20260423
R10,경상북도교육청,8791061,안동송현초등학교,Andong Songhyeon Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36632 ,경상북도 안동시 경동로 313,(송현동),054-858-2573,https://school.gyo6.net/andongsonghyun,남여공학,054-855-6232,,N,일반계,,전기,주간,19430528,19430528,20260423
R10,경상북도교육청,8750114,안동여자고등학교,Andong Girls’  High School,고등학교,경상북도,경상북도교육청,공립,36689 ,경상북도 안동시 법상윗3길 32,(법상동),054-841-4091,http://school.gyo6.net/andong-gh,여,054-855-5083,자율고,N,일반계,,전기,주간,19420501,19420501,20260423
R10,경상북도교육청,8791086,안동여자중학교,Andong Girls' Middle School,중학교,경상북도,경상북도안동교육지원청,공립,36689 ,경상북도 안동시 법상윗3길 30-42,"(법상동, 안동여자중학교)",054-857-4052,https://school.gyo6.net/andonggmms,여,054-858-0094,,N,일반계,,전기,주간,19420501,19420501,20260423
R10,경상북도교육청,8750360,안동영명학교,Andong Yeongmyeong School,특수학교,경상북도,경상북도교육청,사립,36614 ,경상북도 안동시 북후면 산약길 12,,0548418200,https://school.gyo6.net/andongsc/,남여공학,054-841-9663,,N,일반계,,전기,주간,19711215,19720316,20260423
R10,경상북도교육청,8791062,안동영호초등학교,Andong Yeongho Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36662 ,경상북도 안동시 옥서4길 8,"(옥동, 안동영호초등학교)",054-853-6101,https://school.gyo6.net/adyhes,남여공학,054-853-6066,,N,일반계,,전기,주간,19730704,19730704,20260423
R10,경상북도교육청,8791063,안동용상초등학교,Andong Yongsang Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36720 ,경상북도 안동시 경동로 900,"(용상동, 안동용상초등학교)",054-821-3016,http://school.gyo6.net/adys,남여공학,054-821-2565,,N,일반계,,전기,주간,19620301,19620301,20260423
R10,경상북도교육청,8750186,안동중앙고등학교,Andong Joongang High School,고등학교,경상북도,경상북도교육청,사립,36667 ,경상북도 안동시 서악길 45,", 안동중앙고등학교 (태화동,고등학교)",054-852-2223,http://school.gyo6.net/adja,남,054-852-5853,일반고,N,일반계,,전기,주간,19631214,19631214,20260423
R10,경상북도교육청,8791087,안동중학교,Andong Middle School,중학교,경상북도,경상북도안동교육지원청,공립,36668 ,경상북도 안동시 태화1길 14,"(태화동, 안동중학교)",054-852-2122,https://school.gyo6.net/andong,남,054-858-1203,,N,일반계,,전기,주간,19460410,19460410,20260423
R10,경상북도교육청,8750359,안동진명학교,Andong Jinmyeong School,특수학교,경상북도,경상북도교육청,사립,36654 ,경상북도 안동시 평화7길 33,", 안동진명학교 (평화동, 안동진명학교)",054-852-3282,http://school.gyo6.net/adjm,남여공학,054-854-2638,,N,일반계,,전기,주간,19660501,19660501,20260423
R10,경상북도교육청,8791064,안동초등학교,Andong Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36699 ,경상북도 안동시 경동로 643,"(남문동, 안동초등학교)",054-853-9413,andonges.school.gyo6.net ,남여공학,054-854-2436,,N,일반계,,전기,주간,19090509,19090509,20260423
R10,경상북도교육청,8811041,안정초등학교,Anjeong Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36050 ,경상북도 영주시 안정면 용주로 1414,(안정면),054-634-3138,https://school.gyo6.net/anjeonges,남여공학,054-633-1798,,N,일반계,,전기,주간,19290909,19290909,20260423
R10,경상북도교육청,8871037,안평초등학교,Anpyeong Elementary School,초등학교,경상북도,경상북도의성교육지원청,공립,37318 ,경상북도 의성군 안평면 안평의성로 10,안평초등학교,054-833-7566,https://school.gyo6.net/apes,남여공학,054-832-6629,,N,일반계,,전기,주간,19230507,19230507,20260423
R10,경상북도교육청,8871045,안평초등학교신평분교장,Anpyeong Elementary School Sinpyeong Branch School,초등학교,경상북도,경상북도의성교육지원청,공립,37314 ,경상북도 의성군 신평면 봉호로 2436,안평초등학교신평분교장,054-862-1907,http://school.gyo6.net/apes,남여공학,,,N,일반계,,전기,주간,19310602,19310602,20260423
R10,경상북도교육청,8851135,압량중학교,압량중학교(Amnyang Middle School),중학교,경상북도,경상북도경산교육지원청,공립,38510 ,경상북도 경산시 압량읍 부적길 36-19,", 압량중학교 (압량읍)",053-721-8931,http://school.gyo6.net/arms,남여공학,053-721-8935,,N,일반계,,전기,주간,20190301,20190301,20260423
R10,경상북도교육청,8801113,야은초등학교,Yaeun Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39195 ,경상북도 구미시 송동로7길 65,"(도량동, 야은초등학교)",054-442-2653,http://school.gyo6.net/yaeun/,남여공학,054-442-2654,,N,해당없음,,전기,주간,19990301,19990406,20260423
R10,경상북도교육청,8941051,약동초등학교,Yakdong Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39914 ,경상북도 칠곡군 기산면 주산로 1195,"(기산면,약동초등학교)",054-971-2811,https://school.gyo6.net/yakdonges,남여공학,054-973-0761,,N,일반계,,전기,주간,19350517,19350517,20260423
R10,경상북도교육청,8750115,약목고등학교,Yangmok High School,고등학교,경상북도,경상북도교육청,공립,39827 ,경상북도 칠곡군 약목면 무림1길 6-26,"(약목면,약목고등학교)",054-974-4814,https://school.gyo6.net/yakmokhs,남여공학,054-974-6521,일반고,N,일반계,,전기,주간,19730305,19730305,20260423
R10,경상북도교육청,8941065,약목중학교,Yakmok Middle School,중학교,경상북도,경상북도칠곡교육지원청,공립,39824 ,경상북도 칠곡군 약목면 복성8길 20,,054-975-0081,http://school.gyo6.net/yakmokms,남여공학,054-975-0085,,N,일반계,,전기,주간,19550519,19550610,20260423
R10,경상북도교육청,8941052,약목초등학교,Yakmok Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39824 ,경상북도 칠곡군 약목면 복성3길 30,", 약목초등학교 (약목면)",054-975-0513,https://school.gyo6.net/yakmokes,남여공학,054-975-0753,,N,일반계,,전기,주간,19221101,19221101,20260423
R10,경상북도교육청,8771125,양남중학교,Yangnam Middle School,중학교,경상북도,경상북도경주교육지원청,공립,38220 ,경상북도 경주시 양남면 양남로 325-3,,054-774-4482,https://school.gyo6.net/yangnam,남여공학,054-744-3260,,N,일반계,,전기,주간,19471101,19471101,20260423
R10,경상북도교육청,8771092,양남초등학교,Yangnam Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38220 ,경상북도 경주시 양남면 양남로 335-1,,054-744-1009,http://school.gyo6.net/yangnames,남여공학,054-774-8682,,N,일반계,,전기,주간,19230709,19230709,20260423
R10,경상북도교육청,8761259,양덕중학교,Yangdeok Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37592 ,경상북도 포항시 북구 장량로241번길 22,", 양덕중학교 (양덕동)",054-250-7300,http://school.gyo6.net/phydms,남여공학,054-250-7350,,N,일반계,,전기,주간,20180302,20181112,20260423
R10,경상북도교육청,8771093,양동초등학교,Yangdong Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38006 ,경상북도 경주시 강동면 양동마을길 109,"(강동면,양동초등학교)",054-762-4746,https://school.gyo6.net/yangdong,남여공학,054-762-4745,,N,일반계,,전기,주간,19090320,19090320,20260423
R10,경상북도교육청,8771126,양북중학교,Yangbuk Middle School ,중학교,경상북도,경상북도경주교육지원청,공립,38121 ,경상북도 경주시 문무대왕면 어일남길 2,"(문무대왕면, 양북중학교/양북초등학교)",054-746-4501,https://school.gyo6.net/yangbukms,남여공학,054-744-7731,,N,일반계,,전기,주간,19520810,19520810,20260423
R10,경상북도교육청,8771094,양북초등학교,Yangbuk Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38121 ,경상북도 경주시 문무대왕면 어일남길 2,,054-745-0417,https://school.gyo6.net/yangbuk,남여공학,054-744-2009,,N,일반계,,전기,주간,19380620,19380708,20260423
